2026-03-21 18:50:53,316 | INFO | algorithm_v1.quantization.base | Loading model from /mnt/82_store/LLM-weights/Qwen2.5-7B-Instruct
2026-03-21 18:52:17,753 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 9 lwc lac iter 6, lr 0.00276356  time 0.318760s, mse: 0.01152578
2026-03-21 18:52:18,070 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 9 lwc lac iter 7, lr 0.00224144  time 0.316781s, mse: 0.01117440
2026-03-21 18:52:18,388 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 9 lwc lac iter 8, lr 0.00173073  time 0.317905s, mse: 0.01094938
2026-03-21 18:52:18,706 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 9 lwc lac iter 9, lr 0.00125375  time 0.318151s, mse: 0.01071566
2026-03-21 18:52:19,024 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 9 lwc lac iter 10, lr 0.00083135  time 0.317459s, mse: 0.01062758
2026-03-21 18:52:19,340 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 9 lwc lac iter 11, lr 0.00048198  time 0.316116s, mse: 0.01057991
2026-03-21 18:52:19,658 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 9 lwc lac iter 12, lr 0.00022092  time 0.317804s, mse: 0.01043414
2026-03-21 18:52:19,975 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 9 lwc lac iter 13, lr 0.00005958  time 0.317227s, mse: 0.01039603
2026-03-21 18:52:20,293 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 9 lwc lac iter 14, lr 0.00000500  time 0.317086s, mse: 0.01038373
2026-03-21 18:52:21,056 | INFO | algorithm_v1.quantization.qat.flatquant.method | saved paramaters at /mnt/42_store/lcw/data2/Huawei/algorithm-v1/results/quantization/Qwen2.5-7B-Instruct/flatquant/flatquant_w4a4_seq512/flat_parameters.pth
2026-03-21 18:52:21,138 | INFO | algorithm_v1.quantization.qat.flatquant.method | ========= Layer 10 =========
2026-03-21 18:52:21,774 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 10 lwc lac iter 0, lr 0.00494542  time 0.340015s, mse: 0.01848375
2026-03-21 18:52:22,079 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 10 lwc lac iter 1, lr 0.00478408  time 0.304266s, mse: 0.01601302
2026-03-21 18:52:22,396 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 10 lwc lac iter 2, lr 0.00452302  time 0.317180s, mse: 0.01446985
2026-03-21 18:52:22,715 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 10 lwc lac iter 3, lr 0.00417365  time 0.319069s, mse: 0.01347084
2026-03-21 18:52:23,033 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 10 lwc lac iter 4, lr 0.00375125  time 0.317379s, mse: 0.01280732
2026-03-21 18:52:23,349 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 10 lwc lac iter 5, lr 0.00327427  time 0.316286s, mse: 0.01225539
2026-03-21 18:52:23,668 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 10 lwc lac iter 6, lr 0.00276356  time 0.318916s, mse: 0.01178490
2026-03-21 18:52:23,985 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 10 lwc lac iter 7, lr 0.00224144  time 0.316793s, mse: 0.01146262
2026-03-21 18:52:24,302 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 10 lwc lac iter 8, lr 0.00173073  time 0.317125s, mse: 0.01124312
2026-03-21 18:52:24,621 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 10 lwc lac iter 9, lr 0.00125375  time 0.318605s, mse: 0.01103232
2026-03-21 18:52:24,939 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 10 lwc lac iter 10, lr 0.00083135  time 0.318535s, mse: 0.01091172
2026-03-21 18:52:25,257 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 10 lwc lac iter 11, lr 0.00048198  time 0.317872s, mse: 0.01079660
2026-03-21 18:52:25,576 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 10 lwc lac iter 12, lr 0.00022092  time 0.318728s, mse: 0.01069425
2026-03-21 18:52:25,895 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 10 lwc lac iter 13, lr 0.00005958  time 0.318388s, mse: 0.01068946
2026-03-21 18:52:26,213 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 10 lwc lac iter 14, lr 0.00000500  time 0.317887s, mse: 0.01066538
2026-03-21 18:52:26,941 | INFO | algorithm_v1.quantization.qat.flatquant.method | saved paramaters at /mnt/42_store/lcw/data2/Huawei/algorithm-v1/results/quantization/Qwen2.5-7B-Instruct/flatquant/flatquant_w4a4_seq512/flat_parameters.pth
2026-03-21 18:52:27,021 | INFO | algorithm_v1.quantization.qat.flatquant.method | ========= Layer 11 =========
2026-03-21 18:52:27,684 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 11 lwc lac iter 0, lr 0.00494542  time 0.333050s, mse: 0.02079647
2026-03-21 18:52:27,989 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 11 lwc lac iter 1, lr 0.00478408  time 0.304810s, mse: 0.01720900
2026-03-21 18:52:28,308 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 11 lwc lac iter 2, lr 0.00452302  time 0.319467s, mse: 0.01529390
2026-03-21 18:52:28,627 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 11 lwc lac iter 3, lr 0.00417365  time 0.318217s, mse: 0.01399143
2026-03-21 18:52:28,945 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 11 lwc lac iter 4, lr 0.00375125  time 0.317686s, mse: 0.01314066
2026-03-21 18:52:29,262 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 11 lwc lac iter 5, lr 0.00327427  time 0.317420s, mse: 0.01238507
2026-03-21 18:52:29,582 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 11 lwc lac iter 6, lr 0.00276356  time 0.319539s, mse: 0.01198452
2026-03-21 18:52:29,901 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 11 lwc lac iter 7, lr 0.00224144  time 0.319026s, mse: 0.01166916
2026-03-21 18:52:30,217 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 11 lwc lac iter 8, lr 0.00173073  time 0.316208s, mse: 0.01131282
2026-03-21 18:52:30,537 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 11 lwc lac iter 9, lr 0.00125375  time 0.319327s, mse: 0.01110855
2026-03-21 18:52:30,856 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 11 lwc lac iter 10, lr 0.00083135  time 0.319201s, mse: 0.01093921
2026-03-21 18:52:31,174 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 11 lwc lac iter 11, lr 0.00048198  time 0.318307s, mse: 0.01078385
2026-03-21 18:52:31,493 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 11 lwc lac iter 12, lr 0.00022092  time 0.318350s, mse: 0.01068569
2026-03-21 18:52:31,813 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 11 lwc lac iter 13, lr 0.00005958  time 0.319550s, mse: 0.01060299
2026-03-21 18:52:32,133 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 11 lwc lac iter 14, lr 0.00000500  time 0.319935s, mse: 0.01061942
2026-03-21 18:52:32,902 | INFO | algorithm_v1.quantization.qat.flatquant.method | saved paramaters at /mnt/42_store/lcw/data2/Huawei/algorithm-v1/results/quantization/Qwen2.5-7B-Instruct/flatquant/flatquant_w4a4_seq512/flat_parameters.pth
2026-03-21 18:52:32,976 | INFO | algorithm_v1.quantization.qat.flatquant.method | ========= Layer 12 =========
2026-03-21 18:52:33,615 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 12 lwc lac iter 0, lr 0.00494542  time 0.338592s, mse: 0.01707873
2026-03-21 18:52:33,922 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 12 lwc lac iter 1, lr 0.00478408  time 0.306412s, mse: 0.01447371
2026-03-21 18:52:34,241 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 12 lwc lac iter 2, lr 0.00452302  time 0.319348s, mse: 0.01326601
2026-03-21 18:52:34,560 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 12 lwc lac iter 3, lr 0.00417365  time 0.319244s, mse: 0.01233677
2026-03-21 18:52:34,879 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 12 lwc lac iter 4, lr 0.00375125  time 0.318349s, mse: 0.01160671
2026-03-21 18:52:35,199 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 12 lwc lac iter 5, lr 0.00327427  time 0.320261s, mse: 0.01105219
2026-03-21 18:52:35,518 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 12 lwc lac iter 6, lr 0.00276356  time 0.319125s, mse: 0.01065023
2026-03-21 18:52:35,839 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 12 lwc lac iter 7, lr 0.00224144  time 0.320085s, mse: 0.01038627
2026-03-21 18:52:36,158 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 12 lwc lac iter 8, lr 0.00173073  time 0.318859s, mse: 0.01019481
2026-03-21 18:52:36,477 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 12 lwc lac iter 9, lr 0.00125375  time 0.318901s, mse: 0.00991993
2026-03-21 18:52:36,798 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 12 lwc lac iter 10, lr 0.00083135  time 0.321557s, mse: 0.00977120
2026-03-21 18:52:37,117 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 12 lwc lac iter 11, lr 0.00048198  time 0.318998s, mse: 0.00965975
2026-03-21 18:52:37,437 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 12 lwc lac iter 12, lr 0.00022092  time 0.319565s, mse: 0.00960817
2026-03-21 18:52:37,755 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 12 lwc lac iter 13, lr 0.00005958  time 0.317855s, mse: 0.00955502
2026-03-21 18:52:38,077 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 12 lwc lac iter 14, lr 0.00000500  time 0.321491s, mse: 0.00954865
2026-03-21 18:52:38,767 | INFO | algorithm_v1.quantization.qat.flatquant.method | saved paramaters at /mnt/42_store/lcw/data2/Huawei/algorithm-v1/results/quantization/Qwen2.5-7B-Instruct/flatquant/flatquant_w4a4_seq512/flat_parameters.pth
2026-03-21 18:52:38,836 | INFO | algorithm_v1.quantization.qat.flatquant.method | ========= Layer 13 =========
2026-03-21 18:52:39,499 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 13 lwc lac iter 0, lr 0.00494542  time 0.360855s, mse: 0.01906481
2026-03-21 18:52:39,807 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 13 lwc lac iter 1, lr 0.00478408  time 0.307039s, mse: 0.01649296
2026-03-21 18:52:40,125 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 13 lwc lac iter 2, lr 0.00452302  time 0.318625s, mse: 0.01486440
2026-03-21 18:52:40,446 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 13 lwc lac iter 3, lr 0.00417365  time 0.320809s, mse: 0.01366927
2026-03-21 18:52:40,765 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 13 lwc lac iter 4, lr 0.00375125  time 0.318345s, mse: 0.01296197
2026-03-21 18:52:41,084 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 13 lwc lac iter 5, lr 0.00327427  time 0.319169s, mse: 0.01234038
2026-03-21 18:52:41,402 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 13 lwc lac iter 6, lr 0.00276356  time 0.317883s, mse: 0.01181305
2026-03-21 18:52:41,724 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 13 lwc lac iter 7, lr 0.00224144  time 0.322085s, mse: 0.01147128
2026-03-21 18:52:42,044 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 13 lwc lac iter 8, lr 0.00173073  time 0.319562s, mse: 0.01114132
2026-03-21 18:52:42,363 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 13 lwc lac iter 9, lr 0.00125375  time 0.319038s, mse: 0.01092998
2026-03-21 18:52:42,683 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 13 lwc lac iter 10, lr 0.00083135  time 0.319730s, mse: 0.01074519
2026-03-21 18:52:43,004 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 13 lwc lac iter 11, lr 0.00048198  time 0.321295s, mse: 0.01061297
2026-03-21 18:52:43,324 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 13 lwc lac iter 12, lr 0.00022092  time 0.319169s, mse: 0.01052088
2026-03-21 18:52:43,643 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 13 lwc lac iter 13, lr 0.00005958  time 0.319363s, mse: 0.01044689
2026-03-21 18:52:43,964 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 13 lwc lac iter 14, lr 0.00000500  time 0.320573s, mse: 0.01041658
2026-03-21 18:52:44,722 | INFO | algorithm_v1.quantization.qat.flatquant.method | saved paramaters at /mnt/42_store/lcw/data2/Huawei/algorithm-v1/results/quantization/Qwen2.5-7B-Instruct/flatquant/flatquant_w4a4_seq512/flat_parameters.pth
2026-03-21 18:52:44,797 | INFO | algorithm_v1.quantization.qat.flatquant.method | ========= Layer 14 =========
2026-03-21 18:52:45,516 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 14 lwc lac iter 0, lr 0.00494542  time 0.346468s, mse: 0.02342862
2026-03-21 18:52:45,828 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 14 lwc lac iter 1, lr 0.00478408  time 0.312481s, mse: 0.02026309
2026-03-21 18:52:46,149 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 14 lwc lac iter 2, lr 0.00452302  time 0.321233s, mse: 0.01831419
2026-03-21 18:52:46,470 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 14 lwc lac iter 3, lr 0.00417365  time 0.320473s, mse: 0.01723312
2026-03-21 18:52:46,791 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 14 lwc lac iter 4, lr 0.00375125  time 0.320427s, mse: 0.01612228
2026-03-21 18:52:47,110 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 14 lwc lac iter 5, lr 0.00327427  time 0.319462s, mse: 0.01546225
2026-03-21 18:52:47,429 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 14 lwc lac iter 6, lr 0.00276356  time 0.318457s, mse: 0.01491640
2026-03-21 18:52:47,750 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 14 lwc lac iter 7, lr 0.00224144  time 0.320583s, mse: 0.01436296
2026-03-21 18:52:48,071 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 14 lwc lac iter 8, lr 0.00173073  time 0.321636s, mse: 0.01405941
2026-03-21 18:52:48,392 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 14 lwc lac iter 9, lr 0.00125375  time 0.321034s, mse: 0.01390788
2026-03-21 18:52:48,713 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 14 lwc lac iter 10, lr 0.00083135  time 0.320219s, mse: 0.01358709
2026-03-21 18:52:49,034 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 14 lwc lac iter 11, lr 0.00048198  time 0.321058s, mse: 0.01354578
2026-03-21 18:52:49,354 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 14 lwc lac iter 12, lr 0.00022092  time 0.319478s, mse: 0.01336044
2026-03-21 18:52:49,675 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 14 lwc lac iter 13, lr 0.00005958  time 0.320999s, mse: 0.01333177
2026-03-21 18:52:49,997 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 14 lwc lac iter 14, lr 0.00000500  time 0.321846s, mse: 0.01330132
2026-03-21 18:52:50,588 | INFO | algorithm_v1.quantization.qat.flatquant.method | saved paramaters at /mnt/42_store/lcw/data2/Huawei/algorithm-v1/results/quantization/Qwen2.5-7B-Instruct/flatquant/flatquant_w4a4_seq512/flat_parameters.pth
2026-03-21 18:52:50,668 | INFO | algorithm_v1.quantization.qat.flatquant.method | ========= Layer 15 =========
2026-03-21 18:52:51,340 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 15 lwc lac iter 0, lr 0.00494542  time 0.338752s, mse: 0.02523829
2026-03-21 18:52:51,650 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 15 lwc lac iter 1, lr 0.00478408  time 0.309880s, mse: 0.02176054
2026-03-21 18:52:51,971 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 15 lwc lac iter 2, lr 0.00452302  time 0.320760s, mse: 0.02003279
2026-03-21 18:52:52,294 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 15 lwc lac iter 3, lr 0.00417365  time 0.323002s, mse: 0.01845678
2026-03-21 18:52:52,616 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 15 lwc lac iter 4, lr 0.00375125  time 0.322207s, mse: 0.01744552
2026-03-21 18:52:52,936 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 15 lwc lac iter 5, lr 0.00327427  time 0.319877s, mse: 0.01650734
2026-03-21 18:52:53,258 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 15 lwc lac iter 6, lr 0.00276356  time 0.321087s, mse: 0.01602285
2026-03-21 18:52:53,579 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 15 lwc lac iter 7, lr 0.00224144  time 0.321449s, mse: 0.01551807
2026-03-21 18:52:53,901 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 15 lwc lac iter 8, lr 0.00173073  time 0.321913s, mse: 0.01517606
2026-03-21 18:52:54,225 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 15 lwc lac iter 9, lr 0.00125375  time 0.323353s, mse: 0.01481958
2026-03-21 18:52:54,549 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 15 lwc lac iter 10, lr 0.00083135  time 0.324392s, mse: 0.01459857
2026-03-21 18:52:54,872 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 15 lwc lac iter 11, lr 0.00048198  time 0.322582s, mse: 0.01448010
2026-03-21 18:52:55,194 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 15 lwc lac iter 12, lr 0.00022092  time 0.321604s, mse: 0.01444818
2026-03-21 18:52:55,515 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 15 lwc lac iter 13, lr 0.00005958  time 0.320960s, mse: 0.01439580
2026-03-21 18:52:55,837 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 15 lwc lac iter 14, lr 0.00000500  time 0.322285s, mse: 0.01434182
2026-03-21 18:52:56,542 | INFO | algorithm_v1.quantization.qat.flatquant.method | saved paramaters at /mnt/42_store/lcw/data2/Huawei/algorithm-v1/results/quantization/Qwen2.5-7B-Instruct/flatquant/flatquant_w4a4_seq512/flat_parameters.pth
2026-03-21 18:52:56,627 | INFO | algorithm_v1.quantization.qat.flatquant.method | ========= Layer 16 =========
2026-03-21 18:52:57,420 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 16 lwc lac iter 0, lr 0.00494542  time 0.364815s, mse: 0.02416844
2026-03-21 18:52:57,730 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 16 lwc lac iter 1, lr 0.00478408  time 0.310107s, mse: 0.02125220
2026-03-21 18:52:58,050 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 16 lwc lac iter 2, lr 0.00452302  time 0.320270s, mse: 0.01941022
2026-03-21 18:52:58,372 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 16 lwc lac iter 3, lr 0.00417365  time 0.321014s, mse: 0.01829050
2026-03-21 18:52:58,694 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 16 lwc lac iter 4, lr 0.00375125  time 0.322232s, mse: 0.01743004
2026-03-21 18:52:59,016 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 16 lwc lac iter 5, lr 0.00327427  time 0.321947s, mse: 0.01656651
2026-03-21 18:52:59,337 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 16 lwc lac iter 6, lr 0.00276356  time 0.321337s, mse: 0.01604305
2026-03-21 18:52:59,658 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 16 lwc lac iter 7, lr 0.00224144  time 0.320398s, mse: 0.01567878
2026-03-21 18:52:59,978 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 16 lwc lac iter 8, lr 0.00173073  time 0.319928s, mse: 0.01547038
2026-03-21 18:53:00,298 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 16 lwc lac iter 9, lr 0.00125375  time 0.320144s, mse: 0.01509145
2026-03-21 18:53:00,620 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 16 lwc lac iter 10, lr 0.00083135  time 0.321882s, mse: 0.01490812
2026-03-21 18:53:00,941 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 16 lwc lac iter 11, lr 0.00048198  time 0.320797s, mse: 0.01475264
2026-03-21 18:53:01,263 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 16 lwc lac iter 12, lr 0.00022092  time 0.321518s, mse: 0.01467885
2026-03-21 18:53:01,586 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 16 lwc lac iter 13, lr 0.00005958  time 0.323019s, mse: 0.01465945
2026-03-21 18:53:01,908 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 16 lwc lac iter 14, lr 0.00000500  time 0.321663s, mse: 0.01465916
2026-03-21 18:53:02,682 | INFO | algorithm_v1.quantization.qat.flatquant.method | saved paramaters at /mnt/42_store/lcw/data2/Huawei/algorithm-v1/results/quantization/Qwen2.5-7B-Instruct/flatquant/flatquant_w4a4_seq512/flat_parameters.pth
2026-03-21 18:53:02,771 | INFO | algorithm_v1.quantization.qat.flatquant.method | ========= Layer 17 =========
2026-03-21 18:53:03,436 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 17 lwc lac iter 0, lr 0.00494542  time 0.347630s, mse: 0.02899420
2026-03-21 18:53:03,748 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 17 lwc lac iter 1, lr 0.00478408  time 0.311798s, mse: 0.02522256
2026-03-21 18:53:04,070 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 17 lwc lac iter 2, lr 0.00452302  time 0.322349s, mse: 0.02345515
2026-03-21 18:53:04,392 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 17 lwc lac iter 3, lr 0.00417365  time 0.322106s, mse: 0.02170797
2026-03-21 18:53:04,715 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 17 lwc lac iter 4, lr 0.00375125  time 0.322078s, mse: 0.02073051
2026-03-21 18:53:05,035 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 17 lwc lac iter 5, lr 0.00327427  time 0.320460s, mse: 0.01997187
2026-03-21 18:53:05,356 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 17 lwc lac iter 6, lr 0.00276356  time 0.321115s, mse: 0.01940190
2026-03-21 18:53:05,680 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 17 lwc lac iter 7, lr 0.00224144  time 0.323241s, mse: 0.01876021
2026-03-21 18:53:06,000 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 17 lwc lac iter 8, lr 0.00173073  time 0.319883s, mse: 0.01832310
2026-03-21 18:53:06,322 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 17 lwc lac iter 9, lr 0.00125375  time 0.321776s, mse: 0.01798415
2026-03-21 18:53:06,643 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 17 lwc lac iter 10, lr 0.00083135  time 0.321337s, mse: 0.01769455
2026-03-21 18:53:06,965 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 17 lwc lac iter 11, lr 0.00048198  time 0.321621s, mse: 0.01751832
2026-03-21 18:53:07,288 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 17 lwc lac iter 12, lr 0.00022092  time 0.322794s, mse: 0.01748477
2026-03-21 18:53:07,610 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 17 lwc lac iter 13, lr 0.00005958  time 0.322231s, mse: 0.01738844
2026-03-21 18:53:07,933 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 17 lwc lac iter 14, lr 0.00000500  time 0.323082s, mse: 0.01731030
2026-03-21 18:53:08,766 | INFO | algorithm_v1.quantization.qat.flatquant.method | saved paramaters at /mnt/42_store/lcw/data2/Huawei/algorithm-v1/results/quantization/Qwen2.5-7B-Instruct/flatquant/flatquant_w4a4_seq512/flat_parameters.pth
2026-03-21 18:53:08,874 | INFO | algorithm_v1.quantization.qat.flatquant.method | ========= Layer 18 =========
2026-03-21 18:53:09,518 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 18 lwc lac iter 0, lr 0.00494542  time 0.342698s, mse: 0.04932515
2026-03-21 18:53:09,827 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 18 lwc lac iter 1, lr 0.00478408  time 0.308830s, mse: 0.04097595
2026-03-21 18:53:10,149 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 18 lwc lac iter 2, lr 0.00452302  time 0.321504s, mse: 0.03624450
2026-03-21 18:53:10,473 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 18 lwc lac iter 3, lr 0.00417365  time 0.324119s, mse: 0.03320534
2026-03-21 18:53:10,795 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 18 lwc lac iter 4, lr 0.00375125  time 0.321682s, mse: 0.03093303
2026-03-21 18:53:11,117 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 18 lwc lac iter 5, lr 0.00327427  time 0.322551s, mse: 0.02906286
2026-03-21 18:53:11,440 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 18 lwc lac iter 6, lr 0.00276356  time 0.322978s, mse: 0.02780953
2026-03-21 18:53:11,765 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 18 lwc lac iter 7, lr 0.00224144  time 0.324945s, mse: 0.02661664
2026-03-21 18:53:12,090 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 18 lwc lac iter 8, lr 0.00173073  time 0.323968s, mse: 0.02607166
2026-03-21 18:53:12,413 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 18 lwc lac iter 9, lr 0.00125375  time 0.323222s, mse: 0.02543257
2026-03-21 18:53:12,736 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 18 lwc lac iter 10, lr 0.00083135  time 0.323006s, mse: 0.02516435
2026-03-21 18:53:13,060 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 18 lwc lac iter 11, lr 0.00048198  time 0.323390s, mse: 0.02482972
2026-03-21 18:53:13,383 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 18 lwc lac iter 12, lr 0.00022092  time 0.322884s, mse: 0.02449792
2026-03-21 18:53:13,706 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 18 lwc lac iter 13, lr 0.00005958  time 0.323303s, mse: 0.02438868
2026-03-21 18:53:14,030 | INFO | algorithm_v1.quantization.qat.flatquant.method | layer 18 lwc lac iter 14, lr 0.00000500  time 0.324084s, mse: 0.02430223
2026-03-21 18:53:14,918 | INFO | algorithm_v1.quantization.qat.flatquant.method | saved paramaters at /mnt/42_store/lcw/data2/Huawei/algorithm-v1/results/quantization/Qwen2.5-7B-Instruct/flatquant/flatquant_w4a4_seq512/flat_parameters.pth
2026-03-21 18:53:15,010 | INFO | algorithm_v1.quantization.qat.flatquant.method | ========= Layer 19 =========
